bill_length_mm,bill_depth_mm,flipper_length_mm,species
41.44236207453848,20.989703533968,188.336363641449,Adelie
55.44113284555165,15.037068015817413,223.58543200815805,Gentoo
56.24503934690435,15.862840195634345,225.72532164164002,Gentoo
41.589602900874844,17.319326859015842,182.82838289903097,Chinstrap
42.342126971835555,16.16545762284041,173.02246323927884,Adelie
54.56832140726827,18.21194948599162,206.2895261294679,Chinstrap
36.31029024807063,15.998730978308997,188.25434213660824,Adelie
40.21145494524235,20.021993506816372,198.517963103122,Adelie
41.277040352703864,21.410042657577836,193.30103474620168,Adelie
46.77172093295058,17.130798087852824,224.5535272708472,Gentoo
45.50098571812521,21.10401254161792,174.5123576826476,Adelie
34.92326736609276,19.907399101953573,189.9542805505517,Adelie
56.366679582760725,15.433018330548084,203.63460013002,Gentoo
44.81442067268196,18.284267662051903,192.76049963045955,Chinstrap
56.44291645840201,16.24532109698978,206.75544580382805,Gentoo
59.445005625384624,17.165900326488085,230.6359951361911,Gentoo
37.29966881384635,16.88352307320129,195.81721453696287,Adelie
53.555158464149315,20.578981845977868,195.5290292919139,Chinstrap
57.71322546766893,14.333352305445407,228.83167020788088,Gentoo
45.48974694650954,18.106450906269764,202.642012857211,Adelie
44.693579505701734,20.730942027138372,202.0440854681283,Adelie
35.45633107878016,18.730361407354078,177.98024922784793,Adelie
46.40518743236992,16.125539538117543,216.21877925636332,Gentoo
56.530732853056485,16.855298334245077,196.450796239383,Chinstrap
41.79300735470392,14.698896650706963,221.85200242725625,Gentoo
44.78390817134448,13.850999656954986,219.1096612888156,Gentoo
43.971859975048474,20.85271659918464,190.04666068007808,Adelie
43.20925720635176,20.75423342184095,204.73600533097837,Adelie
44.18547283684606,19.8540454137051,195.4107408027946,Adelie
51.57155320874412,14.539253366532588,226.15912179490118,Gentoo
49.45576749283748,14.85767342879799,226.06664187450315,Gentoo
35.021306865095525,19.903153639318475,186.18133419946417,Adelie
44.29266641550031,15.746531117339982,209.7977214549747,Adelie
44.950073834620525,17.566614341735992,203.22097597027957,Chinstrap
39.8531369293306,17.466452121491045,195.69164464650817,Adelie
36.628487651405045,19.27462165406924,200.34414877733707,Adelie
41.177949792582325,19.395532295194318,185.7135340296453,Chinstrap
54.02459794629178,19.617125201611227,182.46299495664493,Chinstrap
43.51974033417455,18.792232563813155,177.71788398368216,Adelie
53.27770010784802,14.666468533375378,213.4706474144245,Gentoo
48.08781996706987,15.429506665023442,230.6472612595682,Gentoo
42.6648419335719,19.757549259048673,188.46432372614925,Adelie
40.9985514408355,20.476419778452506,175.22677840732342,Adelie
48.44044872501637,16.67997157279677,230.95207140791447,Gentoo
58.51198007305683,16.506019222341358,227.52246200003898,Gentoo
45.03434188145186,19.390568689922898,204.06603094916485,Chinstrap
57.68259506459682,14.234477784674764,217.52405063691126,Gentoo
46.97149791347979,14.361786855430463,226.39503079975827,Gentoo
41.51849530927149,19.025853154078217,200.83670549294595,Adelie
43.82889320562167,15.696676635265984,209.74187442302164,Gentoo
48.1820144869942,17.59957965290178,197.9332399207964,Chinstrap
54.54943362274581,15.717730733758472,206.8848753029988,Gentoo
53.749421086454625,15.084607658910866,223.12479923409364,Gentoo
48.66890104744113,18.236833834504612,188.54416637245447,Chinstrap
40.08164213051776,16.62339587504702,190.14267103822422,Adelie
51.272954324504596,18.699605184102957,200.92263624564137,Chinstrap
45.66029889885702,18.048871400209208,172.12137428632155,Adelie
47.870581403212356,18.934492593165363,190.6941140138371,Chinstrap
36.60082476324212,20.755306019929513,174.3926229035364,Adelie
47.160874814022094,13.73340584238304,215.00345369257982,Gentoo
42.18274333545029,15.589112774545706,200.82023709535957,Adelie
44.81805836025427,19.245757565665187,182.37624283091418,Chinstrap
51.03385835629251,14.594180594146028,207.0206230520599,Gentoo
52.56063680018044,13.224288852088632,228.1434373122185,Gentoo
44.682631588323034,18.94812452787967,208.7091709112441,Adelie
57.57489972391366,13.462417421151514,224.53135223450232,Gentoo
41.699586016417584,17.550950385108088,185.99743757784904,Chinstrap
49.05053553861086,17.463486011630838,181.3025941729869,Chinstrap
37.54627319624799,21.311067960829813,193.4504603785693,Adelie
57.38030930266319,17.50304939220349,189.64480908579617,Chinstrap
54.64619161807847,16.94826142854916,224.01374120011144,Gentoo
43.74304607376847,19.40783718174863,181.0604820992118,Chinstrap
50.014357727161496,13.763681523586063,205.30741414246765,Gentoo
43.74292088561922,17.452912316395018,191.78045199807698,Adelie
46.82171997175284,15.022343612321727,210.58600219585443,Gentoo
52.23319775965751,20.711823874347687,179.92467189883763,Chinstrap
46.799106658871295,20.755570880150987,204.3493360758143,Chinstrap
57.1006011579416,17.41917795664771,188.93360922764427,Chinstrap
57.75105915290697,20.30184740462246,189.48280244059234,Chinstrap
48.37995899586995,14.994300120088575,227.04077992571058,Gentoo
47.56170925390343,16.12121516668319,214.89033766496132,Gentoo
48.245801619523526,15.032037523448153,228.86065167899233,Gentoo
45.904778573264664,20.494974961314092,192.39793193421525,Chinstrap
45.167820541612016,17.44761524723637,195.29285325901287,Adelie
34.18650129134823,19.160760923424697,177.80963918299412,Adelie
44.29711443723298,15.65797800003362,206.36590213065298,Gentoo
35.253901331245785,17.60653177928319,190.9204671150583,Adelie
47.8470651595493,17.02972559879741,185.22163022978228,Chinstrap
48.94739199681267,19.74413490157212,179.906368013877,Chinstrap
50.802962687534645,16.91971887281466,198.1312125675095,Chinstrap
59.54711244341335,14.37146850181319,227.6133459553816,Gentoo
55.51319333255871,17.451262617129096,191.22683146308273,Chinstrap
43.807254526965274,13.957598728168982,211.87738370591396,Gentoo
42.1112387235359,18.12749716001907,203.70678002381686,Chinstrap
53.18554938540892,16.394915182696987,221.99399169495246,Gentoo
42.3110307546893,19.503755541814158,196.8767807931961,Chinstrap
43.04130265234543,15.829430742102286,220.17746271756076,Gentoo
44.04484131275852,17.08590846159389,198.70581438888382,Adelie
55.36892757607711,16.79734591210259,186.01672730049398,Chinstrap
54.29607239180645,16.930903190499226,180.33072425727858,Chinstrap
45.927880455754476,14.451200659000182,218.27529952172918,Gentoo
55.87972484506929,14.82346302379873,222.3247038772844,Gentoo
48.677638801871055,14.527330821168116,210.9342362839232,Gentoo
34.37798149043811,18.727019441719605,180.19915224736854,Adelie
44.33327116094368,16.042477564014796,178.21155748012828,Adelie
51.80232927857316,16.207965311998116,227.84054886324915,Gentoo
41.96107146637999,18.03740254967409,197.11676229633858,Adelie
45.664180741380974,20.797984757259556,197.00586343515198,Chinstrap
32.42611376742016,20.070828211854966,172.02154053917738,Adelie
52.26924635982581,19.050122195466283,204.5109490683846,Chinstrap
53.53683816020618,13.649596054820353,217.96673892427305,Gentoo
43.04263632519896,17.335532882653197,186.5730183541359,Chinstrap
44.187279680525904,18.552876016989376,186.12118708493148,Chinstrap
33.67255683113743,19.300249342097455,203.3952096274557,Adelie
52.567002216452764,17.960627790701615,199.1184672356478,Chinstrap
42.72237829060799,13.230221128529283,228.3422458106043,Gentoo
43.39969805230657,17.067133986884475,226.19330243889965,Gentoo
38.35832854792909,21.176433512024666,176.09872185525194,Adelie
41.61058243074698,20.69017910154299,198.02722717941435,Chinstrap
44.677070013002755,19.187061878466743,203.05879450766767,Chinstrap
39.32114297006641,17.154590431322653,197.28745927149262,Adelie
43.26181978342772,17.30857103314614,191.98674854071768,Chinstrap
42.53605105518332,20.137715344528974,198.72899502658075,Chinstrap
55.64982214437755,16.403559948120844,203.7728330216589,Gentoo
34.08657325762832,20.387762519642024,193.3870885669363,Adelie
36.90298047036857,16.507572591180665,195.8572950365226,Adelie
50.321247032312016,18.949454600819855,211.89897742596202,Chinstrap
56.61186632601963,13.326948735532714,216.2160977326079,Gentoo
57.96465065534065,14.606074311593272,212.6863412432561,Gentoo
56.14216080880757,13.198332521851135,221.54771189217527,Gentoo
49.9536965891395,14.945352540460371,215.76615826585342,Gentoo
50.9063199591152,18.52788345330444,206.6260307836842,Chinstrap
58.752527748301624,14.4392461631319,223.6519519143363,Gentoo
44.75102166529077,14.86909362312897,226.6573232275477,Gentoo
46.657391561386156,18.707267532586926,179.15162849939202,Chinstrap
35.91362928259058,18.82236865556529,204.77508954390365,Adelie
50.077745661825276,13.158169847305501,208.48878918115562,Gentoo
49.952242384925725,13.267281014940167,211.79832316700654,Gentoo
37.68922325625741,15.641612504479443,188.61637988292196,Adelie
44.142925826165495,16.268384216395518,189.41501453106227,Adelie
35.25413581500661,16.718944408909262,188.12471603551063,Adelie
47.60359906473751,17.17095340291419,210.3703134674391,Chinstrap
49.36317203552068,14.794516947799819,213.20909514958345,Gentoo
44.72745706289405,13.53281001538605,211.3338633943425,Gentoo
41.57586333632436,20.97826955372422,194.85989221944155,Adelie
44.698342606763894,19.185721465616282,188.7995037047984,Chinstrap
49.22353785299204,13.904813464505093,216.62419226761605,Gentoo
40.59950196212475,20.973708344365974,196.40163026181102,Adelie
53.733892145328625,14.158619036702177,220.8429508390342,Gentoo
52.888656707449584,14.60331230343346,204.96841232173924,Gentoo
55.99218494385128,18.911891671282724,184.5151616678267,Chinstrap
57.45485023849705,20.73816130677814,178.02692107593234,Chinstrap
55.84683524409094,15.801734077751243,210.40539988182158,Gentoo
56.829360370854964,18.174411110439667,195.5331931852568,Chinstrap
41.32996411255527,15.106674350520713,217.78431978907705,Gentoo
54.49038860967977,19.87641700404253,199.13009343928493,Chinstrap
43.86396134806915,18.034714379447475,203.34434645274683,Chinstrap
44.08415354717002,13.365993514729347,219.06008388004753,Gentoo
48.4074499070048,17.746532134777734,184.81968161181086,Chinstrap
53.24305507882509,18.81077958139466,195.09575465782234,Chinstrap
52.06326928124423,16.610392489602837,228.8648220200139,Gentoo
51.180659381241135,17.37703587300977,204.75066131593607,Chinstrap
44.76921396028941,16.498512524151742,207.44836896676645,Chinstrap
41.8063521906785,14.577374738591292,203.23519366640585,Gentoo
43.942882794137574,21.392530180046585,172.39604604616477,Adelie
50.24010453435211,16.23672959486779,224.1384882971384,Gentoo
45.80582199935112,14.05584752783644,225.28132050665403,Gentoo
55.3075611092968,20.249764817532576,204.00779993111826,Chinstrap
54.10982167865894,18.9251693730176,202.53865575854383,Chinstrap
49.31121754738203,20.083745688876522,194.14420194044374,Chinstrap
41.73715492600106,17.038552565186166,192.7303227269946,Chinstrap
55.487343895949465,14.513555926927125,211.2353382771754,Gentoo
52.929282502791864,16.0976165239804,203.41359247260723,Gentoo
44.11436571032189,16.932868542322804,200.24824940837067,Adelie
56.600591826493755,15.75863535026702,228.5638355622857,Gentoo
40.57224770213678,17.60420997313308,185.44707512416542,Adelie
40.617944246726694,19.95253450436922,201.95234931747274,Adelie
32.56434121195781,16.08334285036446,196.2843263498437,Adelie
54.066727612084485,15.973372374116531,215.72836066483978,Gentoo
53.05780485182363,17.212730209046427,225.43045249881607,Gentoo
49.312561640035376,20.008516785885213,193.22500294295952,Chinstrap
41.58586574113236,19.091832276324848,199.26999123574137,Adelie
40.55993650209951,17.957501277820356,209.55316775651352,Adelie
42.172400324586896,20.47531888735138,199.4392905181935,Adelie
41.759352798160705,18.882198716254784,207.4639534850315,Adelie
47.17125898894638,13.281632220223834,207.81008937592406,Gentoo
35.21532068196103,15.758824151019832,199.48899378273993,Adelie
34.56125067981554,20.724355376342743,193.9718350682719,Adelie
55.02907971312301,17.644812942684226,198.73629838485613,Chinstrap
46.456203093971,20.400837411332724,183.42460502402758,Chinstrap
40.0068249945246,20.13798515513716,178.21777442486223,Adelie
41.8204991274714,13.637245337111082,211.99432595111242,Gentoo
49.82359101224499,15.395317544793421,220.0435694555057,Gentoo
53.21321000786736,14.01887475231441,225.1448596508385,Gentoo
35.22878134499157,17.456704834818478,209.69285658854764,Adelie
43.71020242201681,15.04068464309213,212.8203671770656,Gentoo
52.52540551739878,16.350959448703914,203.51974767001013,Gentoo
58.70771698807209,16.71188170314145,226.5976350381527,Gentoo
57.8858541038943,18.54558330374731,188.22308567562038,Chinstrap
49.33231151457982,16.936302960952325,229.19414708474852,Gentoo
35.37143894350757,19.67510533969638,195.0093464496419,Adelie
50.61964941657169,19.726595756081835,192.30228764573178,Chinstrap
44.30117523794408,17.07932996091064,198.87246343952367,Adelie
41.59112321808058,17.3028755353681,196.37699522568488,Chinstrap
53.8307249149387,20.707101131346512,190.26864712832176,Chinstrap
40.808463176080856,17.297891316001405,172.4157230817354,Adelie
33.31078301581191,16.081570419271618,185.2675720755543,Adelie
50.629278898471675,14.640413638342292,211.64418288209117,Gentoo
39.29701041467637,20.49826028140575,176.4744603776153,Adelie
42.26078211233024,16.969826204289934,207.4921380606044,Gentoo
38.70288962794236,19.02565852357837,192.5006847094916,Adelie
33.692708264070276,18.42846567842161,184.13394578627583,Adelie
43.34284984232469,13.813878453927838,205.9257322693379,Gentoo
58.20671149586721,16.384270332637517,212.51507081505645,Gentoo
43.25384525092091,19.920112378362138,193.69644301648975,Chinstrap
39.240880697158595,15.53256960266222,198.0342304290896,Adelie
42.957556560097665,17.91519457633147,199.56436520874072,Chinstrap
39.700338502655605,15.606239787974381,175.36041896971594,Adelie
41.360348536377394,17.607430442058977,197.97385326702772,Chinstrap
40.72550936313457,21.195119563766326,183.86549448647494,Adelie
56.30410951077655,19.139207895242407,182.28874764291933,Chinstrap
45.434256610139656,17.910592373045418,180.13378839068048,Adelie
52.54586494872128,15.545562207202424,211.97818401314558,Gentoo
53.11964081010967,18.722400003926523,181.86105434323693,Chinstrap
37.249165296464646,19.17821359388404,195.97012291482872,Adelie
55.60638253606592,13.475357180785016,222.55197772354924,Gentoo
53.08947294405826,18.182513697985197,187.84369932462477,Chinstrap
54.78739783895862,15.824367267107718,204.65096628474015,Gentoo
49.6633648139968,19.1183441856756,194.46931837516735,Chinstrap
41.30788008703567,18.52215358204665,181.3767115017345,Adelie
42.76107670927194,19.095737514585544,186.46724998498613,Chinstrap
49.58155100873186,19.93403584596552,207.83588056529015,Chinstrap
55.6563150819521,16.306486706561763,225.30294453867361,Gentoo
40.86956672293592,18.91186415461128,198.7089460666062,Adelie
57.59326461135517,14.389386077263309,221.22156443169555,Gentoo
